Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
Adria Airways,9,Adria Airways customer review,8th June 2014,False,Sarajevo-Frankfurt via Ljubljana. I loved flying with them. Very small airline but a functional one. Crew friendly on board nothing special regarding entertainment or service. But flight duration's were short too so nothing to complain about. What I loved the most was a fast transit process in Ljubljana since its small airport and immigration was very fast. Would choose them again on my future trips.,,,Economy Class,,,1.0,1.0,1.0,,1.0,,1.0,yes
Adria Airways,5,Adria Airways customer review,1st June 2014,False,I had flights from Paris to Sarajevo via Ljubljana. Adria Airways provides a low cost product these days. The food and beverages become for purchase including water. This is acceptable for short flights but it should be clearly indicated during the ticket purchase on their web-site. There are no hot options and quality of sandwiches is really poor. Besides the service was very friendly and efficient. Both flights arrived on time.,,,Economy Class,,,1.0,1.0,1.0,,,,1.0,yes
Adria Airways,9,Adria Airways customer review,10th May 2014,False,LJU to FRA and back both flights were on time. Flights were made by CRJ900 NextGen aircraft. Very clean cabin and comfortable seats. Staff were always nice and friendly. New SkyShop service was excellent with nice prices and it's not too expensive.,,,Economy Class,,,1.0,1.0,1.0,,1.0,,1.0,yes
Adria Airways,8,Adria Airways customer review,13th January 2014,False,On my Ljubljana - Munich flight in business class Adria used the CRJ-900 Next Generation which is a great plane. I love the very large windows which are at a proper height so that you don't have to bend your neck down in order to look out the window like on the older versions of this Bombardier equipment. Moreover the aircraft is very quiet. It's a short flight but in business class you got a good meal and a comfy seat.,,,Business Class,,,1.0,1.0,1.0,,1.0,,1.0,yes
Adria Airways,1,Adria Airways customer review,6th January 2014,False,Flights from LJU to ZRH and back all on time. In Economy class was served just coffee tea an water but it's fine for one and a half hour flight. Very friendly and helpful cabin crew members. Very clean and comfortable cabin on CRJ900 aircraft.,,,Economy Class,,,1.0,1.0,1.0,,1.0,,1.0,yes
Adria Airways,9,Adria Airways customer review,22nd October 2013,False,I was very satisfied with the CRJ 900 on my flight from Zagreb to Istanbul. The aircraft's are very clean fresh new and the staff was very helpful. Besides I felt very safe and comfortable in the aircraft.,,,Economy Class,,,1.0,1.0,1.0,,1.0,,1.0,yes
Adria Airways,7,Adria Airways customer review,28th August 2013,False,I was on JP650 the evening departure to Istanbul on 28th August. It was on a very clean Airbus A319 and it was a light load flight. The crew were warm and kind especially the Purser who took her time walked and talked to several passengers. They even offered me a pillow and blanket which I appreciated. A warm refreshment with selections of cold/hot beverage were offered on this 2 hours flight. We took off about 5 minutes earlier and landed more or less 20 minutes earlier. It was a relaxing flight and I do hope they will be flying to more destinations in the future since Slovenia is a beautiful and lovely country to visit.,,,Economy Class,,,1.0,1.0,1.0,,1.0,,1.0,yes
Adria Airways,8,Adria Airways customer review,19th August 2013,False,VIE-LJU LJU-MUC Aug 4-15th CRJ200. Both flights very good. Clean cabin comfortable seats (always cramped in CRJ) efficient and attractive cabin crew announcements made in Slovenian and pretty good English and German. Water bottle for each passenger even on short flights like these and coffee offered on second flight. Aircraft departed on time boarding was efficient captain kept passengers updated no IFE of course bags arrived very quickly. In LJU nicely stocked Priority Pass lounge and is a nice small airport MUC is an awesome airport to connect through. Would highly recommend this little regional airline and Slovenia is beautiful.,,,Economy Class,,,1.0,1.0,1.0,,,,1.0,yes
Adria Airways,7,Adria Airways customer review,19th August 2013,False,If I have to fly a regional jet then I prefer the new generation CRJ 900 which Adria used on today's flight from Amsterdam to Ljubljana. It has much bigger windows which makes the cabin look more spacious. Despite Adria cutting back on a lot of their routes for what it is the service food and cabin is OK.,,,Business Class,,,1.0,1.0,1.0,,1.0,,1.0,yes
Adria Airways,7,Adria Airways customer review,10th June 2013,False,Istanbul-Ljubljana-Munich and return. Pre-take off on all sectors given an individual bottle of water and plastic glass. During flight some pleasant cold snacks tasty and attractively presented. Drinks on demand. Cabin crew all very friendly good eye contact and knowledge of English. Seats just normal economy ones. Transfers in Ljubljana a bit confusing. In one direction followed signs into a passage which was locked. A couple of minutes later somebody came and let us out to go through security. On the return leg did not have to go through security there. Disappointing that Ljubljana Duty Free shop does not sell alcohol after 9pm. Also that the Slovenian liqueur speciality advertised in their in-flight Duty Free catalogue is not carried on board. All flights on time.,,,Business Class,,,1.0,1.0,1.0,,,,1.0,yes
Adria Airways,5,Adria Airways customer review,27th May 2013,False,Return flight Paris-Skopje via Ljubljana. All flights were on time and nice very clean planes / good flight crew. Seats were comfortable enough for a 1-2 hours flight. Boarding was easy for all flights. Ljubljana airport is very small and nice. The only downside is the absence of any snack. FA served only water and coffee/tea. This is almost like low cost airline. It is recommended airline for short flights.,,,Economy Class,,,1.0,1.0,1.0,,,,1.0,yes
Adria Airways,9,Adria Airways customer review,8th October 2012,False,BEG-LJU-BEG with CRJ200 great regional airline with excellent airport. Too bad the airport is not too busy. Both flights were on time and they had Duty Free service with certain items on special prices. Their tickets are not good may be that is a reason that they are on economic difficulties.,,,Economy Class,,,1.0,1.0,1.0,,,,1.0,yes
Adria Airways,5,Adria Airways customer review,4th July 2012,False,I fly at least once a month ZRH-LJU-ZRH. My experience is that the staff on the ground need a better education regarding how to care of passengers. If it comes to a delay and pax have to go to the info desk to change tickets and so on then you really see of how unfriendly and unprepared staff are. The airplanes could be cleaned better and I do also see some room for improvement for the flight staff.,,,Economy Class,,,,,,,,,1.0,yes
Adria Airways,5,Adria Airways customer review,17th June 2012,False,LTN to LJU outbound with CRJ200 return with CRJ900. Both legs on time. Just a tiny sandwich and only one round of drinks but ok for a 2 hr flight. Slow and unfriendly staff. Very little room in CRJ200 even though it was not full. Passengers had to pick up their luggage from hold upon arrival to LJU and carry the bags to the terminal building.,,,Economy Class,,,,,,,,,1.0,yes
Adria Airways,8,Adria Airways customer review,12th June 2012,False,Ljubljana to Brussels with CRJ900. Boarding on time. The aircraft looked quite new and very clean. Meal served was above my expectations. Cabin crew were very nice. The only thing that was bad was the seating arrangement. I sat in 13th or 14th row and that row didn't have any windows! Otherwise flight was ok.,,,Economy Class,,,,,,,,,1.0,yes
Adria Airways,9,Adria Airways customer review,16th February 2012,False,LJU-FRA and FRA-LJU. First flight on time return flight slightly delayed due to heavy snow in FRA. Flight attendants attentive and helpful. Delicious snacks on both flights. While waiting for take off on first leg passengers were served Slovenian sparkling wine juices and water. Comfortable seats and generous leg- room with CRJ 900 to FRA and CRJ 200 to LJU. Both airplanes very clean and seemingly well maintained all in all quite an enjoyable experience.,,,Economy Class,,,,,,,,,1.0,yes
